0,0.213990076
1,0.2123174743
2,0.2091696931
3,0.1856280357
4,0.1913050618
5,0.197493594
6,0.1997733714
7,0.2140172424
8,0.1983508298
9,0.2069133333
10,0.2273681746
11,0.226018696
12,0.2461668787
13,0.2528069973
14,0.2321112479
15,0.2548827937
16,0.2816217704
17,0.2771896575
18,0.2734920547
19,0.3164554221
20,0.2921592307
21,0.289943606
22,0.2824608176
23,0.2857864197
24,0.2816950328
25,0.2739400224
26,0.2806828542
27,0.274710668
28,0.2599899164
29,0.2718896134
30,0.2607568663
31,0.2630482623
32,0.2535996574
33,0.298526218
34,0.2990876447
35,0.2713703606
36,0.2650840222
37,0.2480896221
38,0.2317579713
39,0.2157645156
40,0.212041565
41,0.2009849883
42,0.2324574721
43,0.2287118764
44,0.2370385897
45,0.2627489078
46,0.2436738616
