=============new================
0.0, 2
0.02, 9
0.04, 9
0.06, 10
0.08, 10
0.1, 10
0.2, 10
1.0, 10
=============new================
0.0, 3
0.02, 27
0.04, 16
0.06, 19
0.08, 20
0.1, 19
0.2, 20
1.0, 16
=============new================
0.0, 3
0.02, 30
0.04, 48
0.06, 26
0.08, 26
0.1, 25
0.2, 29
1.0, 23
=============new================
0.0, 3
0.02, 34
0.04, 54
0.06, 64
0.08, 31
0.1, 31
0.2, 37
1.0, 26
=============new================
0.0, 3
0.02, 36
0.04, 58
0.06, 65
0.08, 80
0.1, 36
0.2, 43
1.0, 29
=============new================
0.0, 3
0.02, 38
0.04, 60
0.06, 68
0.08, 83
0.1, 88
0.2, 49
1.0, 31
=============new================
0.0, 3
0.02, 39
0.04, 63
0.06, 71
0.08, 88
0.1, 92
0.2, 101
1.0, 33
=============new================
0.0, 3
0.02, 41
0.04, 67
0.06, 77
0.08, 90
0.1, 99
0.2, 108
1.0, 75
