=============new================
0.2, 29
0.3, 6
0.32, 6
0.34, 8
0.36, 6
0.38, 6
0.4, 7
0.5, 2
=============new================
0.2, 36
0.3, 36
0.32, 13
0.34, 14
0.36, 12
0.38, 13
0.4, 12
0.5, 4
=============new================
0.2, 41
0.3, 41
0.32, 45
0.34, 18
0.36, 20
0.38, 18
0.4, 19
0.5, 8
=============new================
0.2, 48
0.3, 49
0.32, 53
0.34, 45
0.36, 25
0.38, 23
0.4, 25
0.5, 12
=============new================
0.2, 55
0.3, 56
0.32, 58
0.34, 51
0.36, 49
0.38, 30
0.4, 32
0.5, 19
=============new================
0.2, 60
0.3, 61
0.32, 67
0.34, 58
0.36, 57
0.38, 56
0.4, 36
0.5, 25
=============new================
0.2, 67
0.3, 67
0.32, 74
0.34, 65
0.36, 64
0.38, 63
0.4, 60
0.5, 30
=============new================
0.2, 71
0.3, 73
0.32, 82
0.34, 71
0.36, 73
0.38, 72
0.4, 69
0.5, 49
