=============new================
0.7, 10, 1, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0
0.8, 10, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0
0.9, 10, 3, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0
1.0, 10, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
3.0, 10, 1, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0
5.0, 10, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 7, 9, 9, 7, 7, 9, 9
0.2, 20, 12, 0, 14, 10, 10, 8, 9, 9, 10, 9, 10, 10
0.3, 20, 5, 6, 0, 12, 8, 7, 6, 8, 9, 10, 8, 9
0.4, 20, 12, 10, 8, 0, 10, 5, 7, 7, 6, 7, 5, 8
0.5, 20, 5, 10, 12, 10, 0, 7, 6, 5, 9, 7, 8, 9
0.6, 10, 3, 2, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0
0.7, 10, 1, 1, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0
0.8, 10, 1, 1, 2, 3, 5, 0, 0, 0, 0, 0, 0, 0
0.9, 10, 3, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0
1.0, 10, 3, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0
3.0, 10, 1, 0, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0
5.0, 10, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 9, 9, 7, 7, 9, 9
0.2, 20, 12, 0, 14, 10, 10, 15, 9, 9, 10, 9, 10, 10
0.3, 20, 5, 6, 0, 12, 8, 12, 6, 8, 9, 10, 8, 9
0.4, 20, 12, 10, 8, 0, 10, 8, 7, 7, 6, 7, 5, 8
0.5, 20, 5, 10, 12, 10, 0, 9, 6, 5, 9, 7, 8, 9
0.6, 20, 9, 5, 8, 12, 11, 0, 6, 5, 6, 7, 7, 9
0.7, 10, 1, 1, 4, 3, 4, 4, 0, 0, 0, 0, 0, 0
0.8, 10, 1, 1, 2, 3, 5, 5, 0, 0, 0, 0, 0, 0
0.9, 10, 3, 0, 1, 4, 1, 4, 0, 0, 0, 0, 0, 0
1.0, 10, 3, 1, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0
3.0, 10, 1, 0, 2, 5, 2, 3, 0, 0, 0, 0, 0, 0
5.0, 10, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 17, 9, 7, 7, 9, 9
0.2, 20, 12, 0, 14, 10, 10, 15, 18, 9, 10, 9, 10, 10
0.3, 20, 5, 6, 0, 12, 8, 12, 13, 8, 9, 10, 8, 9
0.4, 20, 12, 10, 8, 0, 10, 8, 11, 7, 6, 7, 5, 8
0.5, 20, 5, 10, 12, 10, 0, 9, 9, 5, 9, 7, 8, 9
0.6, 20, 9, 5, 8, 12, 11, 0, 13, 5, 6, 7, 7, 9
0.7, 20, 3, 2, 7, 9, 11, 7, 0, 6, 7, 8, 9, 10
0.8, 10, 1, 1, 2, 3, 5, 5, 4, 0, 0, 0, 0, 0
0.9, 10, 3, 0, 1, 4, 1, 4, 3, 0, 0, 0, 0, 0
1.0, 10, 3, 1, 0, 3, 3, 3, 2, 0, 0, 0, 0, 0
3.0, 10, 1, 0, 2, 5, 2, 3, 1, 0, 0, 0, 0, 0
5.0, 10, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 17, 15, 7, 7, 9, 9
0.2, 20, 12, 0, 14, 10, 10, 15, 18, 17, 10, 9, 10, 10
0.3, 20, 5, 6, 0, 12, 8, 12, 13, 15, 9, 10, 8, 9
0.4, 20, 12, 10, 8, 0, 10, 8, 11, 10, 6, 7, 5, 8
0.5, 20, 5, 10, 12, 10, 0, 9, 9, 9, 9, 7, 8, 9
0.6, 20, 9, 5, 8, 12, 11, 0, 13, 9, 6, 7, 7, 9
0.7, 20, 3, 2, 7, 9, 11, 7, 0, 11, 7, 8, 9, 10
0.8, 20, 5, 3, 5, 10, 11, 11, 9, 0, 4, 8, 6, 8
0.9, 10, 3, 0, 1, 4, 1, 4, 3, 6, 0, 0, 0, 0
1.0, 10, 3, 1, 0, 3, 3, 3, 2, 2, 0, 0, 0, 0
3.0, 10, 1, 0, 2, 5, 2, 3, 1, 4, 0, 0, 0, 0
5.0, 10, 1, 0, 1, 2, 1, 1, 0, 2, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 17, 15, 15, 7, 9, 9
0.2, 20, 12, 0, 14, 10, 10, 15, 18, 17, 18, 9, 10, 10
0.3, 20, 5, 6, 0, 12, 8, 12, 13, 15, 14, 10, 8, 9
0.4, 20, 12, 10, 8, 0, 10, 8, 11, 10, 9, 7, 5, 8
0.5, 20, 5, 10, 12, 10, 0, 9, 9, 9, 15, 7, 8, 9
0.6, 20, 9, 5, 8, 12, 11, 0, 13, 9, 11, 7, 7, 9
0.7, 20, 3, 2, 7, 9, 11, 7, 0, 11, 13, 8, 9, 10
0.8, 20, 5, 3, 5, 10, 11, 11, 9, 0, 8, 8, 6, 8
0.9, 20, 5, 2, 6, 11, 5, 9, 7, 12, 0, 8, 10, 6
1.0, 10, 3, 1, 0, 3, 3, 3, 2, 2, 2, 0, 0, 0
3.0, 10, 1, 0, 2, 5, 2, 3, 1, 4, 0, 0, 0, 0
5.0, 10, 1, 0, 1, 2, 1, 1, 0, 2, 4, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 17, 15, 15, 11, 9, 9
0.2, 20, 12, 0, 14, 10, 10, 15, 18, 17, 18, 17, 10, 10
0.3, 20, 5, 6, 0, 12, 8, 12, 13, 15, 14, 16, 8, 9
0.4, 20, 12, 10, 8, 0, 10, 8, 11, 10, 9, 14, 5, 8
0.5, 20, 5, 10, 12, 10, 0, 9, 9, 9, 15, 12, 8, 9
0.6, 20, 9, 5, 8, 12, 11, 0, 13, 9, 11, 12, 7, 9
0.7, 20, 3, 2, 7, 9, 11, 7, 0, 11, 13, 11, 9, 10
0.8, 20, 5, 3, 5, 10, 11, 11, 9, 0, 8, 11, 6, 8
0.9, 20, 5, 2, 6, 11, 5, 9, 7, 12, 0, 13, 10, 6
1.0, 20, 9, 3, 4, 6, 8, 8, 9, 9, 7, 0, 7, 6
3.0, 10, 1, 0, 2, 5, 2, 3, 1, 4, 0, 3, 0, 0
5.0, 10, 1, 0, 1, 2, 1, 1, 0, 2, 4, 4, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 17, 15, 15, 11, 16, 9
0.2, 20, 12, 0, 14, 10, 10, 15, 18, 17, 18, 17, 15, 10
0.3, 20, 5, 6, 0, 12, 8, 12, 13, 15, 14, 16, 14, 9
0.4, 20, 12, 10, 8, 0, 10, 8, 11, 10, 9, 14, 12, 8
0.5, 20, 5, 10, 12, 10, 0, 9, 9, 9, 15, 12, 14, 9
0.6, 20, 9, 5, 8, 12, 11, 0, 13, 9, 11, 12, 12, 9
0.7, 20, 3, 2, 7, 9, 11, 7, 0, 11, 13, 11, 15, 10
0.8, 20, 5, 3, 5, 10, 11, 11, 9, 0, 8, 11, 13, 8
0.9, 20, 5, 2, 6, 11, 5, 9, 7, 12, 0, 13, 14, 6
1.0, 20, 9, 3, 4, 6, 8, 8, 9, 9, 7, 0, 13, 6
3.0, 20, 4, 5, 6, 8, 6, 8, 5, 7, 6, 7, 0, 5
5.0, 10, 1, 0, 1, 2, 1, 1, 0, 2, 4, 4, 5, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 8, 15, 8, 15, 11, 17, 15, 15, 11, 16, 18
0.2, 20, 12, 0, 14, 10, 10, 15, 18, 17, 18, 17, 15, 18
0.3, 20, 5, 6, 0, 12, 8, 12, 13, 15, 14, 16, 14, 18
0.4, 20, 12, 10, 8, 0, 10, 8, 11, 10, 9, 14, 12, 16
0.5, 20, 5, 10, 12, 10, 0, 9, 9, 9, 15, 12, 14, 14
0.6, 20, 9, 5, 8, 12, 11, 0, 13, 9, 11, 12, 12, 14
0.7, 20, 3, 2, 7, 9, 11, 7, 0, 11, 13, 11, 15, 15
0.8, 20, 5, 3, 5, 10, 11, 11, 9, 0, 8, 11, 13, 11
0.9, 20, 5, 2, 6, 11, 5, 9, 7, 12, 0, 13, 14, 13
1.0, 20, 9, 3, 4, 6, 8, 8, 9, 9, 7, 0, 13, 11
3.0, 20, 4, 5, 6, 8, 6, 8, 5, 7, 6, 7, 0, 10
5.0, 20, 2, 2, 2, 4, 6, 6, 5, 9, 7, 9, 10, 0
