=============new================
0.1, 10
0.2, 10
0.3, 10
0.4, 10
0.5, 10
0.6, 10
0.7, 10
0.8, 10
0.9, 10
1.0, 10
3.0, 10
5.0, 10
=============new================
0.1, 103
0.2, 16
0.3, 11
0.4, 16
0.5, 11
0.6, 13
0.7, 11
0.8, 11
0.9, 13
1.0, 13
3.0, 11
5.0, 11
=============new================
0.1, 107
0.2, 121
0.3, 12
0.4, 18
0.5, 14
0.6, 15
0.7, 12
0.8, 12
0.9, 13
1.0, 14
3.0, 11
5.0, 11
=============new================
0.1, 113
0.2, 126
0.3, 98
0.4, 20
0.5, 22
0.6, 18
0.7, 16
0.8, 14
0.9, 14
1.0, 14
3.0, 13
5.0, 12
=============new================
0.1, 117
0.2, 128
0.3, 102
0.4, 100
0.5, 27
0.6, 23
0.7, 19
0.8, 17
0.9, 18
1.0, 17
3.0, 18
5.0, 14
=============new================
0.1, 123
0.2, 131
0.3, 108
0.4, 105
0.5, 108
0.6, 26
0.7, 23
0.8, 22
0.9, 19
1.0, 20
3.0, 20
5.0, 15
=============new================
0.1, 127
0.2, 138
0.3, 113
0.4, 108
0.5, 110
0.6, 105
0.7, 27
0.8, 27
0.9, 23
1.0, 23
3.0, 23
5.0, 16
=============new================
0.1, 135
0.2, 147
0.3, 120
0.4, 112
0.5, 113
0.6, 112
0.7, 99
0.8, 31
0.9, 26
1.0, 25
3.0, 24
5.0, 16
=============new================
0.1, 141
0.2, 155
0.3, 127
0.4, 115
0.5, 117
0.6, 116
0.7, 104
0.8, 100
0.9, 32
1.0, 27
3.0, 28
5.0, 18
=============new================
0.1, 149
0.2, 163
0.3, 132
0.4, 118
0.5, 123
0.6, 121
0.7, 110
0.8, 104
0.9, 101
1.0, 29
3.0, 28
5.0, 22
=============new================
0.1, 153
0.2, 171
0.3, 138
0.4, 125
0.5, 128
0.6, 126
0.7, 113
0.8, 107
0.9, 106
1.0, 96
3.0, 31
5.0, 26
=============new================
0.1, 160
0.2, 176
0.3, 144
0.4, 132
0.5, 134
0.6, 131
0.7, 119
0.8, 114
0.9, 110
1.0, 102
3.0, 87
5.0, 31
=============new================
0.1, 169
0.2, 184
0.3, 153
0.4, 140
0.5, 139
0.6, 136
0.7, 124
0.8, 117
0.9, 117
1.0, 107
3.0, 92
5.0, 82
