=============new================
0.1, 10
0.2, 10
0.3, 10
0.4, 10
0.5, 10
0.6, 10
0.7, 10
0.8, 10
0.9, 10
1.0, 10
3.0, 10
5.0, 10
=============new================
0.1, 66
0.2, 18
0.3, 17
0.4, 19
0.5, 17
0.6, 14
0.7, 13
0.8, 17
0.9, 18
1.0, 17
3.0, 11
5.0, 13
=============new================
0.1, 74
0.2, 69
0.3, 25
0.4, 27
0.5, 23
0.6, 20
0.7, 20
0.8, 25
0.9, 25
1.0, 22
3.0, 14
5.0, 16
=============new================
0.1, 82
0.2, 76
0.3, 79
0.4, 34
0.5, 30
0.6, 28
0.7, 24
0.8, 31
0.9, 32
1.0, 27
3.0, 16
5.0, 21
=============new================
0.0, 2
0.1, 89
0.2, 86
0.3, 84
0.4, 82
0.5, 35
0.6, 37
0.7, 30
0.8, 40
0.9, 36
1.0, 33
3.0, 21
5.0, 25
=============new================
0.0, 2
0.1, 96
0.2, 95
0.3, 94
0.4, 92
0.5, 81
0.6, 45
0.7, 34
0.8, 45
0.9, 42
1.0, 38
3.0, 26
5.0, 30
=============new================
0.0, 2
0.1, 104
0.2, 105
0.3, 103
0.4, 102
0.5, 91
0.6, 80
0.7, 42
0.8, 50
0.9, 49
1.0, 45
3.0, 31
5.0, 36
=============new================
0.0, 2
0.1, 114
0.2, 115
0.3, 113
0.4, 111
0.5, 99
0.6, 89
0.7, 63
0.8, 59
0.9, 58
1.0, 51
3.0, 41
5.0, 45
=============new================
0.0, 2
0.1, 121
0.2, 124
0.3, 122
0.4, 121
0.5, 108
0.6, 99
0.7, 71
0.8, 90
0.9, 64
1.0, 59
3.0, 47
5.0, 52
=============new================
0.0, 2
0.1, 130
0.2, 133
0.3, 130
0.4, 130
0.5, 117
0.6, 107
0.7, 78
0.8, 98
0.9, 95
1.0, 66
3.0, 55
5.0, 59
=============new================
0.0, 2
0.1, 139
0.2, 140
0.3, 140
0.4, 140
0.5, 124
0.6, 114
0.7, 87
0.8, 103
0.9, 100
1.0, 102
3.0, 62
5.0, 67
=============new================
0.0, 2
0.1, 149
0.2, 150
0.3, 150
0.4, 150
0.5, 133
0.6, 123
0.7, 94
0.8, 112
0.9, 109
1.0, 110
3.0, 83
5.0, 75
=============new================
0.0, 2
0.1, 159
0.2, 160
0.3, 158
0.4, 160
0.5, 143
0.6, 133
0.7, 101
0.8, 122
0.9, 116
1.0, 118
3.0, 92
5.0, 96
