=============new================
,1.18,1.2,1.22,1.24
1.18, 0, 5, 5, 6
1.2, 5, 0, 0, 0
1.22, 5, 0, 0, 0
1.24, 4, 0, 0, 0
=============new================
,1.18,1.2,1.22,1.24
1.18, 0, 10, 5, 6
1.2, 10, 0, 3, 3
1.22, 5, 7, 0, 0
1.24, 4, 7, 0, 0
=============new================
,1.18,1.2,1.22,1.24
1.18, 0, 10, 8, 6
1.2, 10, 0, 7, 3
1.22, 12, 13, 0, 5
1.24, 4, 7, 5, 0
=============new================
,1.18,1.2,1.22,1.24
1.18, 0, 10, 8, 9
1.2, 10, 0, 7, 9
1.22, 12, 13, 0, 10
1.24, 11, 11, 10, 0
